,Date,High,Low,Open,8,Volume,Adj Close,Timestamp,Scale Close
1552,2020-02-03,1486.300048828125,1456.6099853515625,1461.6500244140625,1482.5999755859375,3608800.0,1482.5999755859375,1580706000.0,0.9722795912657449
1551,2020-01-31,1469.6700439453125,1427.06005859375,1467.8599853515625,1432.780029296875,2191100.0,1432.780029296875,1580446800.0,0.939607988802196
1550,2020-01-30,1455.25,1435.0,1438.0999755859375,1454.25,1355500.0,1454.25,1580360400.0,0.953687858411982
1549,2020-01-29,1464.1400146484375,1445.3900146484375,1458.4599609375,1456.699951171875,1078300.0,1456.699951171875,1580274000.0,0.9552945207371114
1548,2020-01-28,1454.800048828125,1430.3599853515625,1441.739990234375,1450.5,1486200.0,1450.5,1580187600.0,0.9512286323717242
1547,2020-01-27,1436.5799560546875,1419.5,1431.5400390625,1431.72998046875,1706600.0,1431.72998046875,1580101200.0,0.9389193734897514
1546,2020-01-24,1494.199951171875,1463.1800537109375,1492.8199462890625,1466.1700439453125,1489300.0,1466.1700439453125,1579842000.0,0.9615049470710033
1545,2020-01-23,1493.5,1480.3199462890625,1487.550048828125,1484.68994140625,1332500.0,1484.68994140625,1579755600.0,0.9736501774973613
1544,2020-01-22,1500.5799560546875,1482.6600341796875,1489.72998046875,1483.8699951171875,1422900.0,1483.8699951171875,1579669200.0,0.9731124619598478
1543,2020-01-21,1489.8800048828125,1470.2099609375,1479.0,1482.25,2446500.0,1482.25,1579582800.0,0.9720500795125737
1542,2020-01-17,1480.550048828125,1456.550048828125,1462.5400390625,1479.52001953125,2621200.0,1479.52001953125,1579237200.0,0.970259775763735
1541,2020-01-16,1450.699951171875,1440.0,1445.449951171875,1450.1600341796875,1304000.0,1450.1600341796875,1579150800.0,0.9510056849588948
1540,2020-01-15,1440.780029296875,1431.6600341796875,1433.02001953125,1439.199951171875,1077500.0,1439.199951171875,1579064400.0,0.9438181325492415
1539,2020-01-14,1442.6300048828125,1427.77001953125,1440.0,1430.5899658203125,1303800.0,1430.5899658203125,1578978000.0,0.9381717591671613
1538,2020-01-13,1441.47998046875,1425.3699951171875,1435.25,1440.030029296875,1536500.0,1440.030029296875,1578891600.0,0.9443624924800278
1537,2020-01-10,1434.93994140625,1419.5999755859375,1429.469970703125,1428.9599609375,1312900.0,1428.9599609375,1578632400.0,0.9371028123795454
1536,2020-01-09,1428.6800537109375,1410.2099609375,1421.9300537109375,1419.7900390625,1660000.0,1419.7900390625,1578546000.0,0.9310892362029775
1535,2020-01-08,1411.8499755859375,1392.6300048828125,1394.8199462890625,1405.0400390625,1765700.0,1405.0400390625,1578459600.0,0.92141628044463
1534,2020-01-07,1403.5,1391.56005859375,1400.4599609375,1395.1099853515625,1716500.0,1395.1099853515625,1578373200.0,0.9149042146667377
1533,2020-01-06,1398.3199462890625,1351.0,1351.6300048828125,1397.81005859375,2338400.0,1397.81005859375,1578286800.0,0.9166749054474819
1532,2020-01-03,1373.75,1347.3199462890625,1348.0,1361.52001953125,1170400.0,1361.52001953125,1578027600.0,0.8928761296969556
1531,2020-01-02,1368.6800537109375,1346.489990234375,1348.4100341796875,1368.6800537109375,1363900.0,1368.6800537109375,1577941200.0,0.8975716343646419
1530,2019-12-31,1340.6600341796875,1332.1300048828125,1335.7900390625,1339.3900146484375,975700.0,1339.3900146484375,1577768400.0,0.8783634138892635
1529,2019-12-30,1357.0,1337.8399658203125,1356.81005859375,1339.7099609375,999700.0,1339.7099609375,1577682000.0,0.8785732326214093
1528,2019-12-27,1367.050048828125,1353.0,1364.0,1354.6400146484375,1160600.0,1354.6400146484375,1577422800.0,0.8883642664529787
1527,2019-12-26,1363.199951171875,1345.510009765625,1346.550048828125,1362.469970703125,1183100.0,1362.469970703125,1577336400.0,0.8934991016059819
1526,2019-12-24,1352.010009765625,1344.1700439453125,1350.2099609375,1344.4300537109375,673400.0,1344.4300537109375,1577163600.0,0.881668639304308
1525,2019-12-23,1361.8499755859375,1348.0,1358.72998046875,1350.6300048828125,996800.0,1350.6300048828125,1577077200.0,0.8857345276696952
1524,2019-12-20,1364.0,1350.72998046875,1363.0999755859375,1351.219970703125,2504500.0,1351.219970703125,1576818000.0,0.8861214234852084
1523,2019-12-19,1357.530029296875,1348.75,1351.9100341796875,1356.43994140625,1446100.0,1356.43994140625,1576731600.0,0.8895446469205439
1522,2019-12-18,1359.4300537109375,1350.4599609375,1357.0,1351.9100341796875,1166500.0,1351.9100341796875,1576645200.0,0.88657396270414
1521,2019-12-17,1364.3299560546875,1350.77001953125,1362.4100341796875,1354.8900146484375,1647400.0,1354.8900146484375,1576558800.0,0.8885282148556626
1520,2019-12-16,1363.530029296875,1350.6099853515625,1355.0,1360.699951171875,1406400.0,1360.699951171875,1576472400.0,0.8923383341065112
1519,2019-12-13,1351.3499755859375,1341.6600341796875,1347.9000244140625,1346.8699951171875,1658500.0,1346.8699951171875,1576213200.0,0.8832687372890955
1518,2019-12-12,1354.5799560546875,1338.199951171875,1343.2099609375,1348.489990234375,1455700.0,1348.489990234375,1576126800.0,0.8843311197363697
1517,2019-12-11,1349.8900146484375,1341.0999755859375,1348.300048828125,1344.25,1024000.0,1344.25,1576040400.0,0.881550561231086
1516,2019-12-10,1348.0,1334.0,1339.93994140625,1342.8900146484375,880300.0,1342.8900146484375,1575954000.0,0.8806586915268375
1515,2019-12-09,1357.550048828125,1336.0699462890625,1338.8599853515625,1342.989990234375,1542100.0,1342.989990234375,1575867600.0,0.8807242548773249
1514,2019-12-06,1342.469970703125,1331.22998046875,1332.75,1339.3900146484375,1648400.0,1339.3900146484375,1575608400.0,0.8783634138892635
1513,2019-12-05,1327.97998046875,1314.3199462890625,1327.0,1326.9599609375,1220400.0,1326.9599609375,1575522000.0,0.8702118640845327
1512,2019-12-04,1324.27001953125,1303.050048828125,1306.0999755859375,1318.93994140625,1775300.0,1318.93994140625,1575435600.0,0.8649523865179657
1511,2019-12-03,1297.22998046875,1277.050048828125,1278.6600341796875,1294.739990234375,1263500.0,1294.739990234375,1575349200.0,0.849082213159341
1510,2019-12-02,1305.43994140625,1280.3800048828125,1302.56005859375,1288.8599853515625,1326900.0,1288.8599853515625,1575262800.0,0.8452261435260995
1509,2019-11-29,1309.949951171875,1303.22998046875,1306.5999755859375,1304.0899658203125,640100.0,1304.0899658203125,1575003600.0,0.855213867409131
1508,2019-11-27,1317.6400146484375,1309.469970703125,1315.4200439453125,1312.1300048828125,940400.0,1312.1300048828125,1574830800.0,0.8604864736563816
1507,2019-11-26,1314.010009765625,1304.0400390625,1309.9100341796875,1313.0,1095500.0,1313.0,1574744400.0,0.8610570108956042
1506,2019-11-25,1310.4100341796875,1295.6099853515625,1296.260009765625,1305.6400146484375,1179500.0,1305.6400146484375,1574658000.0,0.8562303795269433
1505,2019-11-22,1306.9000244140625,1289.3599853515625,1303.0,1293.6700439453125,1388800.0,1293.6700439453125,1574398800.0,0.8483805492191437
1504,2019-11-21,1311.1199951171875,1290.75,1299.25,1300.1400146484375,1277100.0,1300.1400146484375,1574312400.0,0.8526235146678984
1503,2019-11-20,1313.2099609375,1289.2099609375,1311.3599853515625,1301.8599853515625,1444600.0,1301.8599853515625,1574226000.0,0.8537514604656599
1502,2019-11-19,1326.6300048828125,1311.77001953125,1326.6300048828125,1312.5899658203125,1093200.0,1312.5899658203125,1574139600.0,0.860788113100382
1501,2019-11-18,1333.9200439453125,1316.1600341796875,1332.3399658203125,1319.8399658203125,1399200.0,1319.8399658203125,1574053200.0,0.8655426167782138
1500,2019-11-15,1333.5400390625,1311.8900146484375,1315.050048828125,1333.5400390625,1964300.0,1333.5400390625,1573794000.0,0.8745270372770476
1499,2019-11-14,1315.719970703125,1293.93994140625,1295.0,1309.1500244140625,1447400.0,1309.1500244140625,1573707600.0,0.858532221504859
1498,2019-11-13,1302.52001953125,1292.1500244140625,1293.1800537109375,1296.1800537109375,1026900.0,1296.1800537109375,1573621200.0,0.850026597586324
1497,2019-11-12,1309.3499755859375,1294.239990234375,1298.5699462890625,1297.2099609375,1442600.0,1297.2099609375,1573534800.0,0.850702004165154
1496,2019-11-11,1304.9000244140625,1295.8699951171875,1304.0,1298.280029296875,861700.0,1298.280029296875,1573448400.0,0.8514037481582822
1495,2019-11-08,1317.1099853515625,1301.52001953125,1301.52001953125,1309.0,1519600.0,1309.0,1573189200.0,0.8584338364526625
1494,2019-11-07,1322.6500244140625,1293.75,1294.280029296875,1306.93994140625,2257000.0,1306.93994140625,1573102800.0,0.8570828631891406
1493,2019-11-06,1292.989990234375,1282.27001953125,1290.0899658203125,1291.010009765625,1231300.0,1291.010009765625,1573016400.0,0.8466361157997668
1492,2019-11-05,1297.239990234375,1289.3800048828125,1291.199951171875,1291.43994140625,1257100.0,1291.43994140625,1572930000.0,0.8469180622227417
1491,2019-11-04,1292.5,1276.1099853515625,1276.1099853515625,1289.6099853515625,1531600.0,1289.6099853515625,1572843600.0,0.845717988734151
1490,2019-11-01,1273.0,1259.7099609375,1265.800048828125,1272.25,1440600.0,1272.25,1572580800.0,0.8343334212581359
1489,2019-10-31,1266.52001953125,1249.47998046875,1260.0,1258.800048828125,1595000.0,1258.800048828125,1572494400.0,0.8255130292149169
1488,2019-10-30,1268.02001953125,1250.6500244140625,1255.1500244140625,1260.699951171875,1460200.0,1260.699951171875,1572408000.0,0.8267589730329694
1487,2019-10-29,1280.800048828125,1255.6099853515625,1276.0,1260.6600341796875,2632700.0,1260.6600341796875,1572321600.0,0.8267327957245331
1486,2019-10-28,1299.239990234375,1272.31005859375,1275.0,1288.97998046875,3271400.0,1288.97998046875,1572235200.0,0.8453048355572704
1485,2019-10-25,1268.0,1249.1500244140625,1252.0,1264.300048828125,1355200.0,1264.300048828125,1571976000.0,0.8291198940739617
1484,2019-10-24,1262.9000244140625,1252.3499755859375,1259.1099853515625,1259.1099853515625,1011200.0,1259.1099853515625,1571889600.0,0.8257162836067208
1483,2019-10-23,1258.0400390625,1240.2099609375,1240.2099609375,1257.6300048828125,1064100.0,1257.6300048828125,1571803200.0,0.8247457218713014
1482,2019-10-22,1248.72998046875,1239.8499755859375,1244.47998046875,1241.199951171875,1143100.0,1241.199951171875,1571716800.0,0.8139709976236288
1481,2019-10-21,1253.510009765625,1239.989990234375,1248.699951171875,1244.280029296875,904700.0,1244.280029296875,1571630400.0,0.8159908931785697
1480,2019-10-18,1258.1099853515625,1240.1400146484375,1254.68994140625,1244.4100341796875,1581200.0,1244.4100341796875,1571371200.0,0.8160761495500826
1479,2019-10-17,1263.75,1249.8699951171875,1251.4000244140625,1252.800048828125,1047900.0,1252.800048828125,1571284800.0,0.8215782675505044
1478,2019-10-16,1254.18994140625,1238.530029296875,1241.81005859375,1243.0,1149300.0,1243.0,1571198400.0,0.8151514581441249
1477,2019-10-15,1247.1300048828125,1220.9200439453125,1221.5,1242.239990234375,1379200.0,1242.239990234375,1571112000.0,0.8146530485957315
1476,2019-10-14,1225.8800048828125,1211.8800048828125,1213.8900146484375,1217.77001953125,664800.0,1217.77001953125,1571025600.0,0.7986057981537392
1475,2019-10-11,1228.75,1213.6400146484375,1224.030029296875,1215.7099609375,1116500.0,1215.7099609375,1570766400.0,0.7972548248902174
1474,2019-10-10,1215.6199951171875,1197.8599853515625,1198.5999755859375,1209.469970703125,642100.0,1209.469970703125,1570680000.0,0.7931626791634628
1473,2019-10-09,1208.4599609375,1198.1199951171875,1201.3299560546875,1202.4000244140625,797400.0,1202.4000244140625,1570593600.0,0.7885262535588531
1472,2019-10-08,1206.8699951171875,1189.47998046875,1198.77001953125,1190.1300048828125,1004300.0,1190.1300048828125,1570507200.0,0.7804796531466606
1471,2019-10-07,1218.9100341796875,1204.3599853515625,1207.0,1208.25,852000.0,1208.25,1570420800.0,0.7923626301710691
1470,2019-10-04,1212.4599609375,1190.969970703125,1194.2900390625,1210.9599609375,1214100.0,1210.9599609375,1570161600.0,0.7941398052392242
1469,2019-10-03,1191.0,1163.1400146484375,1183.3399658203125,1189.4300537109375,1418400.0,1189.4300537109375,1570075200.0,0.7800206296403182
1468,2019-10-02,1198.760009765625,1172.6300048828125,1196.5,1177.9200439453125,1651500.0,1177.9200439453125,1569988800.0,0.772472438776519
1467,2019-10-01,1232.8599853515625,1205.550048828125,1222.489990234375,1206.0,1225200.0,1206.0,1569902400.0,0.7908870945469144
1466,2019-09-30,1227.4100341796875,1213.4200439453125,1220.5999755859375,1221.1400146484375,1223500.0,1221.1400146484375,1569816000.0,0.8008158194198004
1465,2019-09-27,1244.989990234375,1215.199951171875,1242.8299560546875,1225.949951171875,1706100.0,1225.949951171875,1569556800.0,0.8039701450599136
1464,2019-09-26,1244.6700439453125,1231.8199462890625,1242.1400146484375,1242.2900390625,1158300.0,1242.2900390625,1569470400.0,0.8146858702974407
1463,2019-09-25,1248.02001953125,1209.199951171875,1216.010009765625,1245.93994140625,1339900.0,1245.93994140625,1569384000.0,0.8170794529342802
1462,2019-09-24,1247.1099853515625,1210.6400146484375,1240.0,1218.3299560546875,1790200.0,1218.3299560546875,1569297600.0,0.798973000948227
1461,2019-09-23,1239.6800537109375,1223.780029296875,1226.5699462890625,1234.68994140625,1039900.0,1234.68994140625,1569211200.0,0.8097017748135067
1460,2019-09-20,1242.800048828125,1223.5799560546875,1233.6400146484375,1229.8399658203125,1884600.0,1229.8399658203125,1568952000.0,0.8065211918120261
1459,2019-09-19,1244.3399658203125,1232.31005859375,1232.3199462890625,1238.75,827700.0,1238.75,1568865600.0,0.8123643352984994
1458,2019-09-18,1236.239990234375,1216.469970703125,1230.239990234375,1232.6500244140625,872000.0,1232.6500244140625,1568779200.0,0.8083640102835995
1457,2019-09-17,1235.0,1223.3499755859375,1231.6300048828125,1229.8800048828125,1040300.0,1229.8800048828125,1568692800.0,0.8065474491733935
1456,2019-09-16,1239.02001953125,1225.18994140625,1230.43994140625,1231.6300048828125,1410900.0,1231.6300048828125,1568606400.0,0.8076950879921805
1455,2019-09-13,1241.050048828125,1227.0799560546875,1232.1099853515625,1240.030029296875,1183800.0,1240.030029296875,1568347200.0,0.8132037703329441
1454,2019-09-12,1242.4200439453125,1222.56005859375,1223.469970703125,1234.969970703125,1582200.0,1234.969970703125,1568260800.0,0.809885416237216
1453,2019-09-11,1222.469970703125,1202.280029296875,1203.8900146484375,1220.0,1176100.0,1220.0,1568174400.0,0.8000682050972103
1452,2019-09-10,1210.0,1196.010009765625,1196.0899658203125,1205.699951171875,1396100.0,1205.699951171875,1568088000.0,0.7906903244425214
1451,2019-09-09,1220.550048828125,1193.1700439453125,1207.0799560546875,1205.27001953125,1592700.0,1205.27001953125,1568001600.0,0.7904083780195466
1450,2019-09-06,1212.949951171875,1203.260009765625,1209.1400146484375,1206.3199462890625,948600.0,1206.3199462890625,1567742400.0,0.7910969132790601
1449,2019-09-05,1214.0,1192.68994140625,1193.6600341796875,1212.18994140625,1319700.0,1212.18994140625,1567656000.0,0.7949464185719598
1448,2019-09-04,1184.8800048828125,1171.530029296875,1179.449951171875,1182.27001953125,1065600.0,1182.27001953125,1567569600.0,0.775325124972632
1447,2019-09-03,1189.0799560546875,1163.7099609375,1181.8499755859375,1169.550048828125,1295400.0,1169.550048828125,1567483200.0,0.7669834494567809
1446,2019-08-30,1200.3499755859375,1185.719970703125,1200.3499755859375,1190.530029296875,903200.0,1190.530029296875,1567137600.0,0.7807419866015409
1445,2019-08-29,1199.18994140625,1185.280029296875,1186.4200439453125,1194.239990234375,981800.0,1194.239990234375,1567051200.0,0.7831749552804315
1444,2019-08-28,1178.5,1160.25,1164.8699951171875,1173.75,840500.0,1173.75,1566964800.0,0.7697377506006972
1443,2019-08-27,1185.0,1164.56005859375,1183.0,1170.8199462890625,1173000.0,1170.8199462890625,1566878400.0,0.7678162400979528
1442,2019-08-26,1171.8599853515625,1154.8499755859375,1159.449951171875,1171.1800537109375,1058300.0,1171.1800537109375,1566792000.0,0.7680523962443968
1441,2019-08-23,1195.6700439453125,1150.0,1185.1700439453125,1153.5799560546875,1812700.0,1153.5799560546875,1566532800.0,0.7565103646531086
1440,2019-08-22,1198.780029296875,1178.9100341796875,1193.800048828125,1191.52001953125,867600.0,1191.52001953125,1566446400.0,0.7813912158719345
1439,2019-08-21,1200.56005859375,1187.9200439453125,1195.8199462890625,1191.5799560546875,707600.0,1191.5799560546875,1566360000.0,0.7814305218610546
1438,2019-08-20,1198.0,1183.050048828125,1195.3499755859375,1183.530029296875,1010300.0,1183.530029296875,1566273600.0,0.776151431326393
1437,2019-08-19,1209.3900146484375,1190.4000244140625,1191.8299560546875,1200.43994140625,1222500.0,1200.43994140625,1566187200.0,0.7872408436458186
1436,2019-08-16,1183.8399658203125,1173.0,1180.7900390625,1179.2099609375,1245800.0,1179.2099609375,1565928000.0,0.7733183580983747
1435,2019-08-15,1176.4200439453125,1163.0,1168.4300537109375,1169.3199462890625,1425300.0,1169.3199462890625,1565841600.0,0.7668325496818497
1434,2019-08-14,1182.7900390625,1161.0699462890625,1176.0699462890625,1164.25,1771500.0,1164.25,1565755200.0,0.7635077112987108
1433,2019-08-13,1205.4300537109375,1172.989990234375,1174.3499755859375,1196.72998046875,1421700.0,1196.72998046875,1565668800.0,0.7848078749669282
1432,2019-08-12,1185.6099853515625,1168.719970703125,1180.0,1174.5,1103200.0,1174.5,1565582400.0,0.7702295958087487
1431,2019-08-09,1204.4599609375,1184.8900146484375,1199.989990234375,1188.9000244140625,1020900.0,1188.9000244140625,1565323200.0,0.779673039813925
1430,2019-08-08,1206.280029296875,1174.0,1186.4300537109375,1206.18994140625,1505800.0,1206.18994140625,1565236800.0,0.7910116569075473
1429,2019-08-07,1179.8699951171875,1150.8399658203125,1157.800048828125,1175.9100341796875,1534300.0,1175.9100341796875,1565150400.0,0.7711542872147064
1428,2019-08-06,1181.4000244140625,1161.530029296875,1165.52001953125,1171.0799560546875,1800700.0,1171.0799560546875,1565064000.0,0.7679867528409785
1427,2019-08-05,1176.8800048828125,1142.75,1172.969970703125,1154.75,2392000.0,1154.75,1564977600.0,0.7572776719967242
1426,2019-08-02,1209.5,1190.0,1203.0,1196.3199462890625,1745500.0,1196.3199462890625,1564718400.0,0.784538977171706
1425,2019-08-01,1236.300048828125,1207.0,1217.6300048828125,1211.780029296875,1771300.0,1211.780029296875,1564632000.0,0.7946776008296685
1424,2019-07-31,1234.9100341796875,1208.1800537109375,1224.8699951171875,1218.199951171875,1998000.0,1218.199951171875,1564545600.0,0.7988877445767141
1423,2019-07-30,1236.9100341796875,1225.3199462890625,1227.0,1228.0,1430800.0,1228.0,1564459200.0,0.8053145539830936
1422,2019-07-29,1248.989990234375,1230.199951171875,1242.5,1241.8399658203125,2069100.0,1241.8399658203125,1564372800.0,0.8143907151408512
1421,2019-07-26,1268.3900146484375,1228.0,1228.0,1245.219970703125,6060800.0,1245.219970703125,1564113600.0,0.8166073007472541
1420,2019-07-25,1143.5899658203125,1123.7099609375,1138.949951171875,1135.93994140625,2738100.0,1135.93994140625,1564027200.0,0.7449421557533842
1419,2019-07-24,1145.4599609375,1128.510009765625,1132.6199951171875,1139.72998046875,1359600.0,1139.72998046875,1563940800.0,0.7474276391550093
1418,2019-07-23,1148.8599853515625,1132.8499755859375,1143.449951171875,1148.050048828125,1032400.0,1148.050048828125,1563854400.0,0.7528838868259693
1417,2019-07-22,1140.02001953125,1125.2099609375,1135.469970703125,1139.2099609375,1445700.0,1139.2099609375,1563768000.0,0.7470866136689579
1416,2019-07-19,1151.5799560546875,1131.25,1149.3199462890625,1131.550048828125,1159200.0,1131.550048828125,1563508800.0,0.7420632922488349
1415,2019-07-18,1148.1700439453125,1132.8599853515625,1142.0,1147.239990234375,1273800.0,1147.239990234375,1563422400.0,0.7523526555758667
1414,2019-07-17,1158.43994140625,1146.6199951171875,1150.9200439453125,1146.739990234375,976900.0,1146.739990234375,1563336000.0,0.752024758770499
1413,2019-07-16,1158.5799560546875,1146.72998046875,1146.72998046875,1153.4599609375,1267600.0,1153.4599609375,1563249600.0,0.7564316726219377
1412,2019-07-15,1150.6800537109375,1140.0,1145.3399658203125,1150.510009765625,1058200.0,1150.510009765625,1563163200.0,0.7544971134914406
1411,2019-07-12,1147.5,1138.56005859375,1142.9300537109375,1145.3399658203125,1093900.0,1145.3399658203125,1562904000.0,0.7511066317048832
1410,2019-07-11,1153.239990234375,1139.530029296875,1146.1600341796875,1144.0799560546875,1300200.0,1144.0799560546875,1562817600.0,0.7502803253511222
1409,2019-07-10,1142.3399658203125,1130.6600341796875,1132.3199462890625,1140.9100341796875,1535500.0,1140.9100341796875,1562731200.0,0.7482015108389667
1408,2019-07-09,1127.8599853515625,1107.1500244140625,1110.3199462890625,1124.2900390625,1473600.0,1124.2900390625,1562644800.0,0.7373022242306613
1407,2019-07-08,1127.2099609375,1111.760009765625,1125.8699951171875,1116.7900390625,1494400.0,1116.7900390625,1562558400.0,0.7323837721501457
1406,2019-07-05,1134.6500244140625,1117.5,1119.3699951171875,1132.6700439453125,1489700.0,1132.6700439453125,1562299200.0,0.7427977778907413
1405,2019-07-03,1127.989990234375,1114.8499755859375,1118.5,1122.989990234375,1007700.0,1122.989990234375,1562126400.0,0.7364496605155328
1404,2019-07-02,1112.8900146484375,1099.6700439453125,1104.8299560546875,1112.5999755859375,1031500.0,1112.5999755859375,1562040000.0,0.7296359552936401
1403,2019-07-01,1108.5899658203125,1095.3299560546875,1101.0400390625,1100.0,1459800.0,1100.0,1561953600.0,0.7213729718089601
1402,2019-06-28,1082.800048828125,1073.800048828125,1077.22998046875,1082.800048828125,1683600.0,1082.800048828125,1561694400.0,0.7100933537254833
1401,2019-06-27,1088.4599609375,1075.8499755859375,1086.75,1076.6300048828125,1203900.0,1076.6300048828125,1561608000.0,0.7060470783281906
1400,2019-06-26,1095.1199951171875,1073.68994140625,1091.0,1080.3199462890625,1734900.0,1080.3199462890625,1561521600.0,0.7084669183263974
1399,2019-06-25,1115.699951171875,1084.5999755859375,1115.0799560546875,1087.5799560546875,1582200.0,1087.5799560546875,1561435200.0,0.7132279863445711
1398,2019-06-24,1123.5699462890625,1113.31005859375,1120.0,1116.699951171875,1211800.0,1116.699951171875,1561348800.0,0.7323246930870692
1397,2019-06-21,1126.5699462890625,1109.719970703125,1109.8599853515625,1125.3699951171875,2538700.0,1125.3699951171875,1561089600.0,0.7380104525112005
1396,2019-06-20,1122.719970703125,1107.0,1121.699951171875,1113.199951171875,1200900.0,1113.199951171875,1561003200.0,0.7300294154494952
1395,2019-06-19,1109.4300537109375,1096.030029296875,1107.239990234375,1104.510009765625,1335700.0,1104.510009765625,1560916800.0,0.7243306073976113
1394,2019-06-18,1118.780029296875,1100.7900390625,1111.5,1105.239990234375,1726300.0,1105.239990234375,1560830400.0,0.7248093239249792
1393,2019-06-17,1101.280029296875,1088.0,1089.0999755859375,1093.8900146484375,988500.0,1093.8900146484375,1560744000.0,0.7173660824537184
1392,2019-06-14,1094.760009765625,1081.47998046875,1089.739990234375,1086.300048828125,1229100.0,1086.300048828125,1560484800.0,0.7123886313630573
1391,2019-06-13,1096.5899658203125,1082.5699462890625,1084.7099609375,1091.010009765625,1040700.0,1091.010009765625,1560398400.0,0.7154773936526831
1390,2019-06-12,1082.52001953125,1069.5999755859375,1079.949951171875,1079.0999755859375,1183500.0,1079.0999755859375,1560312000.0,0.7076668693340037
1389,2019-06-11,1104.010009765625,1079.5699462890625,1096.989990234375,1081.0400390625,1675400.0,1081.0400390625,1560225600.0,0.7089391505663545
1388,2019-06-10,1094.8399658203125,1075.280029296875,1077.0,1082.760009765625,1425500.0,1082.760009765625,1560139200.0,0.7100670963641159
1387,2019-06-07,1073.4300537109375,1051.1500244140625,1054.280029296875,1068.3699951171875,2191400.0,1068.3699951171875,1559880000.0,0.7006302166992816
1386,2019-06-06,1050.0,1035.510009765625,1046.2099609375,1047.760009765625,1451000.0,1047.760009765625,1559793600.0,0.6871143199883764
1385,2019-06-05,1056.81005859375,1033.0,1055.0,1044.6400146484375,2349400.0,1044.6400146484375,1559707200.0,0.685068247124999
1384,2019-06-04,1058.43994140625,1036.030029296875,1044.489990234375,1054.489990234375,3025600.0,1054.489990234375,1559620800.0,0.6915277981801567
1383,2019-06-03,1067.0,1027.030029296875,1066.9300537109375,1038.739990234375,4844500.0,1038.739990234375,1559534400.0,0.6811990488110738
1382,2019-05-31,1113.4000244140625,1103.3499755859375,1105.6400146484375,1106.5,1579100.0,1106.5,1559275200.0,0.7256356302787403
1381,2019-05-30,1126.800048828125,1115.9000244140625,1120.1500244140625,1121.4100341796875,904400.0,1121.4100341796875,1559188800.0,0.7354135354296261
1380,2019-05-29,1135.0,1111.949951171875,1132.699951171875,1119.93994140625,1811500.0,1119.93994140625,1559102400.0,0.7344494579816174
1379,2019-05-28,1156.489990234375,1138.6700439453125,1141.47998046875,1139.56005859375,1047400.0,1139.56005859375,1559016000.0,0.7473162054750601
1378,2019-05-24,1154.3599853515625,1136.7099609375,1152.0,1138.6099853515625,927700.0,1138.6099853515625,1558670400.0,0.7466931535131028
